Container_ID,Name,CPU_Usage_Percent,Mem_Usage,Mem_Limit,Mem_Usage_Percent,Net_RX,Net_TX,Block_Read,Block_Write,PIDs
79b729c535d0,rfsim5g-oai-cuup,31.86%,8.625MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,19.11%,6.352MiB,23.44GiB,0.03%,16MB,16MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,170.84%,1.086GiB,23.44GiB,4.63%,5.31TB,3.94TB,0B,57.4MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.18%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,18.16%,8.625MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,19.11%,6.352MiB,23.44GiB,0.03%,16MB,16MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,170.84%,1.086GiB,23.44GiB,4.63%,5.31TB,3.94TB,0B,57.4MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.18%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,18.16%,8.625MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.37%,6.352MiB,23.44GiB,0.03%,16.4MB,16.4MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,168.72%,1.087GiB,23.44GiB,4.64%,5.31TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,15.57%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,18.58%,8.625MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.37%,6.352MiB,23.44GiB,0.03%,16.4MB,16.4MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,168.72%,1.087GiB,23.44GiB,4.64%,5.31TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,15.57%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,18.58%,8.625MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.18%,6.352MiB,23.44GiB,0.03%,16.8MB,16.9MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,165.97%,1.086GiB,23.44GiB,4.63%,5.31TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.56%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,19.51%,8.578MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.18%,6.352MiB,23.44GiB,0.03%,16.8MB,16.9MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,165.97%,1.086GiB,23.44GiB,4.63%,5.31TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.56%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,19.51%,8.578MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,29.13%,6.363MiB,23.44GiB,0.03%,17.3MB,17.3MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,169.02%,1.082GiB,23.44GiB,4.62%,5.31TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.26%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,17.69%,8.578MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,29.13%,6.363MiB,23.44GiB,0.03%,17.3MB,17.3MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,169.02%,1.082GiB,23.44GiB,4.62%,5.31TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.26%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,17.69%,8.578MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,17.80%,6.355MiB,23.44GiB,0.03%,17.7MB,17.7MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,168.03%,1.085GiB,23.44GiB,4.63%,5.31TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.36%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,19.85%,8.578MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,17.80%,6.355MiB,23.44GiB,0.03%,17.7MB,17.7MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,168.03%,1.085GiB,23.44GiB,4.63%,5.31TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.36%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,19.85%,8.578MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,17.80%,6.355MiB,23.44GiB,0.03%,17.7MB,17.7MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,168.03%,1.085GiB,23.44GiB,4.63%,5.31TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.36%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,20.34%,8.578MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.76%,6.355MiB,23.44GiB,0.03%,18.1MB,18.2MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,169.82%,1.086GiB,23.44GiB,4.63%,5.31TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.50%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,20.34%,8.578MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.76%,6.355MiB,23.44GiB,0.03%,18.1MB,18.2MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,169.82%,1.086GiB,23.44GiB,4.63%,5.31TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.50%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,20.34%,8.578MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.88%,6.355MiB,23.44GiB,0.03%,18.6MB,18.6MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,179.66%,1.085GiB,23.44GiB,4.63%,5.31TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.80%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,18.72%,8.578MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.88%,6.355MiB,23.44GiB,0.03%,18.6MB,18.6MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,179.66%,1.085GiB,23.44GiB,4.63%,5.31TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.80%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,18.72%,8.578MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,17.74%,6.355MiB,23.44GiB,0.03%,19MB,19.1MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,165.99%,1.086GiB,23.44GiB,4.63%,5.31TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,26.39%,60.92MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,19.12%,8.578MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,17.74%,6.355MiB,23.44GiB,0.03%,19MB,19.1MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,165.99%,1.086GiB,23.44GiB,4.63%,5.31TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,26.39%,60.92MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,19.12%,8.578MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,19.16%,6.355MiB,23.44GiB,0.03%,19.5MB,19.5MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,159.67%,1.085GiB,23.44GiB,4.63%,5.31TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.57%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,17.10%,8.578MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,19.16%,6.355MiB,23.44GiB,0.03%,19.5MB,19.5MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,159.67%,1.085GiB,23.44GiB,4.63%,5.31TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.57%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,17.10%,8.578MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.34%,6.355MiB,23.44GiB,0.03%,19.9MB,20MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,165.39%,1.086GiB,23.44GiB,4.63%,5.31TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,15.04%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,29.33%,8.609MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.34%,6.355MiB,23.44GiB,0.03%,19.9MB,20MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,165.39%,1.086GiB,23.44GiB,4.63%,5.31TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,15.04%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,29.33%,8.609MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,21.03%,6.355MiB,23.44GiB,0.03%,20.4MB,20.4MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,168.49%,1.086GiB,23.44GiB,4.63%,5.31TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,15.69%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,20.81%,8.609MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,21.03%,6.355MiB,23.44GiB,0.03%,20.4MB,20.4MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,168.49%,1.086GiB,23.44GiB,4.63%,5.31TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,15.69%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,20.81%,8.609MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,19.54%,6.355MiB,23.44GiB,0.03%,20.8MB,20.9MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,168.48%,1.086GiB,23.44GiB,4.63%,5.31TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.42%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,18.63%,8.578MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,19.54%,6.355MiB,23.44GiB,0.03%,20.8MB,20.9MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,168.48%,1.086GiB,23.44GiB,4.63%,5.31TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.42%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,18.63%,8.578MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.61%,6.355MiB,23.44GiB,0.03%,21.3MB,21.3MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,166.23%,1.085GiB,23.44GiB,4.63%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.25%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,17.87%,8.578MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.61%,6.355MiB,23.44GiB,0.03%,21.3MB,21.3MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,166.23%,1.085GiB,23.44GiB,4.63%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.25%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,17.87%,8.578MiB,23.44GiB,0.04%,9.62GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,31.91%,6.363MiB,23.44GiB,0.03%,21.8MB,21.8MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,163.55%,1.082GiB,23.44GiB,4.62%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.57%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,18.98%,8.578MiB,23.44GiB,0.04%,9.63GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,31.91%,6.363MiB,23.44GiB,0.03%,21.8MB,21.8MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,163.55%,1.082GiB,23.44GiB,4.62%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.57%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,18.98%,8.578MiB,23.44GiB,0.04%,9.63GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,19.81%,6.359MiB,23.44GiB,0.03%,22.2MB,22.3MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,163.38%,1.085GiB,23.44GiB,4.63%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.40%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,19.56%,8.645MiB,23.44GiB,0.04%,9.63GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,19.81%,6.359MiB,23.44GiB,0.03%,22.2MB,22.3MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,163.38%,1.085GiB,23.44GiB,4.63%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.40%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,19.56%,8.645MiB,23.44GiB,0.04%,9.63GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.99%,6.359MiB,23.44GiB,0.03%,22.6MB,22.7MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,163.10%,1.086GiB,23.44GiB,4.63%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,15.43%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,17.86%,8.578MiB,23.44GiB,0.04%,9.63GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.99%,6.359MiB,23.44GiB,0.03%,22.6MB,22.7MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,163.10%,1.086GiB,23.44GiB,4.63%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,15.43%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,17.86%,8.578MiB,23.44GiB,0.04%,9.63GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.95%,6.594MiB,23.44GiB,0.03%,23MB,23.1MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,163.10%,1.086GiB,23.44GiB,4.63%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.61%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,17.86%,8.578MiB,23.44GiB,0.04%,9.63GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.95%,6.594MiB,23.44GiB,0.03%,23MB,23.1MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,183.58%,1.087GiB,23.44GiB,4.64%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.61%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,19.14%,8.578MiB,23.44GiB,0.04%,9.63GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.95%,6.594MiB,23.44GiB,0.03%,23MB,23.1MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,183.58%,1.087GiB,23.44GiB,4.64%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.61%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,19.14%,8.578MiB,23.44GiB,0.04%,9.63GB,7.75GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,19.48%,6.355MiB,23.44GiB,0.03%,23.5MB,23.6MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,170.41%,1.087GiB,23.44GiB,4.64%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,26.00%,60.96MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,19.72%,8.578MiB,23.44GiB,0.04%,9.63GB,7.76GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,19.48%,6.355MiB,23.44GiB,0.03%,23.5MB,23.6MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,170.41%,1.087GiB,23.44GiB,4.64%,5.32TB,3.94TB,0B,57.5MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,26.00%,60.96MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,325MB,13
79b729c535d0,rfsim5g-oai-cuup,19.72%,8.578MiB,23.44GiB,0.04%,9.63GB,7.76GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,17.99%,6.355MiB,23.44GiB,0.03%,24MB,24.1MB,0B,0B,10
