Container_ID,Name,CPU_Usage_Percent,Mem_Usage,Mem_Limit,Mem_Usage_Percent,Net_RX,Net_TX,Block_Read,Block_Write,PIDs
1241fcc4c0e0,rfsim5g-oai-du1,191.11%,1.081GiB,23.44GiB,4.61%,5.34TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,15.64%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,17.91%,8.762MiB,23.44GiB,0.04%,9.74GB,7.86GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,16.53%,6.383MiB,23.44GiB,0.03%,128MB,129MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,178.17%,1.086GiB,23.44GiB,4.63%,5.34TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,27.59%,60.94MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,18.54%,8.609MiB,23.44GiB,0.04%,9.74GB,7.86GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,16.53%,6.383MiB,23.44GiB,0.03%,128MB,129MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,178.17%,1.086GiB,23.44GiB,4.63%,5.34TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,27.59%,60.94MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,18.54%,8.609MiB,23.44GiB,0.04%,9.74GB,7.86GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,168.17%,1.043GiB,23.44GiB,4.45%,75.7GB,56.2GB,0B,1MB,26
116606adf744,rfsim5g-oai-cuup2,18.37%,6.621MiB,23.44GiB,0.03%,129MB,129MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,169.53%,1.082GiB,23.44GiB,4.62%,5.34TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.20%,60.93MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,18.11%,8.578MiB,23.44GiB,0.04%,9.74GB,7.86GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,168.17%,1.043GiB,23.44GiB,4.45%,75.7GB,56.2GB,0B,1MB,26
116606adf744,rfsim5g-oai-cuup2,18.37%,6.621MiB,23.44GiB,0.03%,129MB,129MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,169.53%,1.082GiB,23.44GiB,4.62%,5.34TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.20%,60.93MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,18.11%,8.578MiB,23.44GiB,0.04%,9.74GB,7.86GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,169.90%,1.042GiB,23.44GiB,4.45%,75.8GB,56.3GB,0B,1MB,26
116606adf744,rfsim5g-oai-cuup2,19.21%,6.383MiB,23.44GiB,0.03%,129MB,130MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,174.35%,1.086GiB,23.44GiB,4.63%,5.34TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.03%,60.91MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,32.86%,8.605MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,169.90%,1.042GiB,23.44GiB,4.45%,75.8GB,56.3GB,0B,1MB,26
116606adf744,rfsim5g-oai-cuup2,19.21%,6.383MiB,23.44GiB,0.03%,129MB,130MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,174.35%,1.086GiB,23.44GiB,4.63%,5.34TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.03%,60.91MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,32.86%,8.605MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,171.88%,1.037GiB,23.44GiB,4.42%,75.9GB,56.4GB,0B,1MB,26
116606adf744,rfsim5g-oai-cuup2,18.43%,6.383MiB,23.44GiB,0.03%,130MB,130MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,174.30%,1.085GiB,23.44GiB,4.63%,5.34TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.68%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,19.88%,8.84MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,171.88%,1.037GiB,23.44GiB,4.42%,75.9GB,56.4GB,0B,1MB,26
116606adf744,rfsim5g-oai-cuup2,18.43%,6.383MiB,23.44GiB,0.03%,130MB,130MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,174.30%,1.085GiB,23.44GiB,4.63%,5.34TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.68%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,19.88%,8.84MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,170.06%,1.041GiB,23.44GiB,4.44%,76GB,56.5GB,0B,1MB,26
116606adf744,rfsim5g-oai-cuup2,19.90%,6.383MiB,23.44GiB,0.03%,130MB,130MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,161.31%,1.086GiB,23.44GiB,4.63%,5.34TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.75%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,18.53%,8.578MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,170.06%,1.041GiB,23.44GiB,4.44%,76GB,56.5GB,0B,1MB,26
116606adf744,rfsim5g-oai-cuup2,19.90%,6.383MiB,23.44GiB,0.03%,130MB,130MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,161.31%,1.086GiB,23.44GiB,4.63%,5.34TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.75%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,18.53%,8.578MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,185.42%,1.041GiB,23.44GiB,4.44%,76.1GB,56.6GB,0B,1MB,26
116606adf744,rfsim5g-oai-cuup2,18.57%,6.398MiB,23.44GiB,0.03%,131MB,131MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,169.95%,1.086GiB,23.44GiB,4.63%,5.34TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.15%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,17.22%,8.594MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,185.42%,1.041GiB,23.44GiB,4.44%,76.1GB,56.6GB,0B,1MB,26
116606adf744,rfsim5g-oai-cuup2,18.57%,6.398MiB,23.44GiB,0.03%,131MB,131MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,169.95%,1.086GiB,23.44GiB,4.63%,5.34TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.15%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,17.22%,8.594MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,166.05%,1.042GiB,23.44GiB,4.44%,76.2GB,56.6GB,0B,1.01MB,26
116606adf744,rfsim5g-oai-cuup2,31.21%,6.387MiB,23.44GiB,0.03%,131MB,131MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,171.04%,1.085GiB,23.44GiB,4.63%,5.34TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.22%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,18.16%,8.598MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,166.05%,1.042GiB,23.44GiB,4.44%,76.2GB,56.6GB,0B,1.01MB,26
116606adf744,rfsim5g-oai-cuup2,31.21%,6.387MiB,23.44GiB,0.03%,131MB,131MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,171.04%,1.085GiB,23.44GiB,4.63%,5.34TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.22%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,18.16%,8.598MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,171.41%,1.04GiB,23.44GiB,4.44%,76.4GB,56.7GB,0B,1.01MB,26
116606adf744,rfsim5g-oai-cuup2,18.42%,6.617MiB,23.44GiB,0.03%,131MB,132MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,170.32%,1.08GiB,23.44GiB,4.61%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.43%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,18.11%,8.578MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,171.41%,1.04GiB,23.44GiB,4.44%,76.4GB,56.7GB,0B,1.01MB,26
116606adf744,rfsim5g-oai-cuup2,18.42%,6.617MiB,23.44GiB,0.03%,131MB,132MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,170.32%,1.08GiB,23.44GiB,4.61%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.43%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,18.11%,8.578MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,164.15%,1.042GiB,23.44GiB,4.44%,76.5GB,56.8GB,0B,1.01MB,26
116606adf744,rfsim5g-oai-cuup2,18.36%,6.637MiB,23.44GiB,0.03%,132MB,132MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,168.54%,1.086GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.44%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,18.57%,8.578MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,164.15%,1.042GiB,23.44GiB,4.44%,76.5GB,56.8GB,0B,1.01MB,26
116606adf744,rfsim5g-oai-cuup2,18.36%,6.637MiB,23.44GiB,0.03%,132MB,132MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,168.54%,1.086GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.44%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,18.57%,8.578MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,169.64%,1.039GiB,23.44GiB,4.43%,76.6GB,56.9GB,0B,1.01MB,26
116606adf744,rfsim5g-oai-cuup2,19.13%,6.391MiB,23.44GiB,0.03%,132MB,133MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,170.25%,1.084GiB,23.44GiB,4.62%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.39%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,19.95%,8.758MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,169.64%,1.039GiB,23.44GiB,4.43%,76.6GB,56.9GB,0B,1.01MB,26
116606adf744,rfsim5g-oai-cuup2,19.13%,6.391MiB,23.44GiB,0.03%,132MB,133MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,170.25%,1.084GiB,23.44GiB,4.62%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.39%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,19.95%,8.758MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,169.64%,1.039GiB,23.44GiB,4.43%,76.6GB,56.9GB,0B,1.01MB,26
116606adf744,rfsim5g-oai-cuup2,19.13%,6.391MiB,23.44GiB,0.03%,132MB,133MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,168.39%,1.086GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.39%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,18.09%,8.578MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,162.96%,1.037GiB,23.44GiB,4.43%,76.7GB,57GB,0B,1.01MB,26
116606adf744,rfsim5g-oai-cuup2,18.90%,6.391MiB,23.44GiB,0.03%,133MB,133MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,168.39%,1.086GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,25.56%,60.92MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,18.09%,8.578MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,162.96%,1.037GiB,23.44GiB,4.43%,76.7GB,57GB,0B,1.01MB,26
116606adf744,rfsim5g-oai-cuup2,18.90%,6.391MiB,23.44GiB,0.03%,133MB,133MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,168.39%,1.086GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,25.56%,60.92MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,18.09%,8.578MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,171.29%,1.039GiB,23.44GiB,4.43%,76.8GB,57.1GB,0B,1.02MB,26
116606adf744,rfsim5g-oai-cuup2,18.56%,6.391MiB,23.44GiB,0.03%,133MB,134MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,167.06%,1.084GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.76%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,19.88%,8.578MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,18
d7a7b5dde049,rfsim5g-oai-du2,171.29%,1.039GiB,23.44GiB,4.43%,76.8GB,57.1GB,0B,1.02MB,26
116606adf744,rfsim5g-oai-cuup2,18.56%,6.391MiB,23.44GiB,0.03%,133MB,134MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,167.06%,1.084GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.76%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,19.88%,8.578MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,18
d7a7b5dde049,rfsim5g-oai-du2,168.62%,1.042GiB,23.44GiB,4.45%,76.9GB,57.2GB,0B,1.02MB,26
116606adf744,rfsim5g-oai-cuup2,19.98%,6.402MiB,23.44GiB,0.03%,134MB,134MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,176.10%,1.082GiB,23.44GiB,4.61%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,15.82%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,35.24%,8.594MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,168.62%,1.042GiB,23.44GiB,4.45%,76.9GB,57.2GB,0B,1.02MB,26
116606adf744,rfsim5g-oai-cuup2,19.98%,6.402MiB,23.44GiB,0.03%,134MB,134MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,176.10%,1.082GiB,23.44GiB,4.61%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,15.82%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,35.24%,8.594MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,170.63%,1.04GiB,23.44GiB,4.44%,77.1GB,57.2GB,0B,1.02MB,26
116606adf744,rfsim5g-oai-cuup2,19.05%,6.629MiB,23.44GiB,0.03%,134MB,134MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,167.70%,1.086GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.59%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,18.90%,8.586MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,170.63%,1.04GiB,23.44GiB,4.44%,77.1GB,57.2GB,0B,1.02MB,26
116606adf744,rfsim5g-oai-cuup2,19.05%,6.629MiB,23.44GiB,0.03%,134MB,134MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,167.70%,1.086GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.59%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,18.90%,8.586MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,180.09%,1.043GiB,23.44GiB,4.45%,77.2GB,57.3GB,0B,1.02MB,32
116606adf744,rfsim5g-oai-cuup2,18.38%,6.609MiB,23.44GiB,0.03%,134MB,135MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,165.90%,1.084GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.36%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,18.03%,8.582MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,180.09%,1.043GiB,23.44GiB,4.45%,77.2GB,57.3GB,0B,1.02MB,32
116606adf744,rfsim5g-oai-cuup2,18.38%,6.609MiB,23.44GiB,0.03%,134MB,135MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,165.90%,1.084GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.36%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,18.03%,8.582MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,168.28%,1.041GiB,23.44GiB,4.44%,77.3GB,57.4GB,0B,1.02MB,26
116606adf744,rfsim5g-oai-cuup2,16.40%,6.391MiB,23.44GiB,0.03%,135MB,135MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,165.57%,1.086GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.96%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,18.02%,8.828MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,168.28%,1.041GiB,23.44GiB,4.44%,77.3GB,57.4GB,0B,1.02MB,26
116606adf744,rfsim5g-oai-cuup2,16.40%,6.391MiB,23.44GiB,0.03%,135MB,135MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,165.57%,1.086GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.96%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,18.02%,8.828MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,164.36%,1.041GiB,23.44GiB,4.44%,77.4GB,57.5GB,0B,1.03MB,26
116606adf744,rfsim5g-oai-cuup2,32.55%,6.43MiB,23.44GiB,0.03%,135MB,136MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,161.86%,1.084GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.68%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,16.85%,8.824MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,164.36%,1.041GiB,23.44GiB,4.44%,77.4GB,57.5GB,0B,1.03MB,26
116606adf744,rfsim5g-oai-cuup2,32.55%,6.43MiB,23.44GiB,0.03%,135MB,136MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,161.86%,1.084GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.68%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,327MB,13
79b729c535d0,rfsim5g-oai-cuup,16.85%,8.824MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,175.31%,1.041GiB,23.44GiB,4.44%,77.5GB,57.6GB,0B,1.03MB,26
116606adf744,rfsim5g-oai-cuup2,20.97%,6.406MiB,23.44GiB,0.03%,136MB,136MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,176.50%,1.085GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.59%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,328MB,13
79b729c535d0,rfsim5g-oai-cuup,20.76%,8.828MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,175.31%,1.041GiB,23.44GiB,4.44%,77.5GB,57.6GB,0B,1.03MB,26
116606adf744,rfsim5g-oai-cuup2,20.97%,6.406MiB,23.44GiB,0.03%,136MB,136MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,176.50%,1.085GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.59%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,328MB,13
79b729c535d0,rfsim5g-oai-cuup,20.76%,8.828MiB,23.44GiB,0.04%,9.74GB,7.87GB,1.37MB,0B,12
d7a7b5dde049,rfsim5g-oai-du2,165.60%,1.042GiB,23.44GiB,4.45%,77.6GB,57.7GB,0B,1.03MB,26
116606adf744,rfsim5g-oai-cuup2,17.53%,6.402MiB,23.44GiB,0.03%,136MB,137MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,169.41%,1.086GiB,23.44GiB,4.63%,5.35TB,3.96TB,0B,57.8MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.10%,60.9MiB,23.44GiB,0.25%,5.14GB,1.51MB,0B,328MB,13
